Thời tiết,Nhiệt độ,Độ ẩm,Gió,Áp suất, PM2.5 , PM10 , O3 , NO2 , SO2 , CO ,target
Nhiều mây,-6°C,93%,18 km/h,995 mbar,5.1*,,,,,,Tốt
Trời quang,-25°C,86%,17.5 km/h,1033 mbar,1.1*,,,,,,Tốt
Trời quang,-8°C,85%,5.5 km/h,1002 mbar,20.1,,,,,,Trung bình
Nhiều mây,10°C,93%,10.5 km/h,1001 mbar,3,,,,,,Tốt
Nhiều mây,11°C,97%,4.4 km/h,1001 mbar,4.3,7.8,,,,,Tốt
Nhiều mây,17°C,78%,24.5 km/h,1001 mbar,1,2,23,10,5,0.1,Tốt
Nhiều mây,-3°C,82%,11.1 km/h,1007 mbar,3.2,6.1,,,,,Tốt
Nhiều mây,-1°C,86%,20.4 km/h,1008 mbar,11.1,32.7,,74,,,Tốt
Sương mù,-5°C,96%,1.8 km/h,1010 mbar,45.3,31.6,,42.4,,,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,-3°C,85%,6.9 km/h,1022 mbar,17.4,22.7,,,,,Trung bình
Ít mây,-4°C,85%,5 km/h,1010 mbar,29.3,,,,,,Trung bình
Trời quang,4°C,81%,4.8 km/h,1019 mbar,7,9,,,,,Tốt
Nhiều mây,2°C,91%,6.4 km/h,1024 mbar,19.9,,1.2,,1.8,0.4,Trung bình
Sương mù,1°C,92%,3.2 km/h,1024 mbar,12.6,,,,,,Trung bình
Nhiều mây,20°C,88%,0 km/h,1007 mbar,6.1*,,,,,,Tốt
Nhiều mây,6°C,15%,4.3 km/h,1004 mbar,1,6,,,,,Tốt
Nhiều mây,9°C,93%,25.9 km/h,1004 mbar,0.2,,,,,,Tốt
Mưa,10°C,85%,32.4 km/h,1011 mbar,0.5,,,,,,Tốt
Nhiều mây,-2°C,53%,14.5 km/h,1014 mbar,0.5,,,,,,Tốt
Nhiều mây,3°C,92%,12.9 km/h,1010 mbar,7.4,16.6,,2.8,0.1,0.1,Tốt
Mây rải rác,-1°C,47%,6.6 km/h,1029 mbar,11.1*,,,,,,Tốt
Ít mây,0°C,76%,12 km/h,1027 mbar,4,,,,,,Tốt
Nhiều mây,-5°C,88%,13 km/h,993 mbar,8,14.1,24,16.4,0.7,380,Tốt
Ít mây,-9°C,89%,14.8 km/h,992 mbar,6.8,8.9,,26.9,,,Tốt
Ít mây,-6°C,83%,7.3 km/h,1013 mbar,5,6,,10,,,Tốt
Nhiều mây,4°C,76%,25.6 km/h,1006 mbar,45.9,48.5,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,2°C,96%,5.1 km/h,1008 mbar,0,,,,,,Tốt
Ít mây,24°C,47%,11.1 km/h,1015 mbar,0.4,,,,,,Tốt
Ít mây,15°C,61%,3.2 km/h,1015 mbar,0.1,,,,,,Tốt
Nhiều mây,17°C,70%,3.2 km/h,1011 mbar,2.9,,,,,,Tốt
Trời quang,-6°C,92%,14.8 km/h,1000 mbar,16.9,19.3,,42,,,Trung bình
Nhiều mây,-19°C,91%,6.6 km/h,1006 mbar,11.7,25.4,,53.3,,,Tốt
Nhiều mây,-4°C,86%,5 km/h,1013 mbar,11,21,59,17,,,Tốt
Nhiều mây,7°C,77%,1.6 km/h,1016 mbar,6.2,17.5,42,,,,Tốt
Trời quang,0°C,48%,14.5 km/h,1020 mbar,0.5,1,,,0.5,,Tốt
Nhiều mây,2°C,91%,1.6 km/h,1024 mbar,11.8,,,,,,Tốt
Nhiều mây,0°C,88%,4.7 km/h,1024 mbar,6.4,,,,,,Tốt
Nhiều mây,3°C,96%,0 km/h,1024 mbar,7.6,,,,,,Tốt
Nhiều mây,2°C,90%,0 km/h,1023 mbar,7.9,,,,,,Tốt
Nhiều mây,-1°C,86%,25.9 km/h,1021 mbar,7,,,,,,Tốt
Nhiều mây,27°C,78%,9.3 km/h,1006 mbar,4.2,9.3,,,,,Tốt
Nhiều mây,-7°C,85%,5.6 km/h,1018 mbar,4,3.5,,11.1,1.2,,Tốt
Nhiều mây,2°C,95%,13 km/h,1024 mbar,8.6,,2.7,32.7,1.7,,Tốt
Nhiều mây,-3°C,46%,14.5 km/h,1016 mbar,2.5,,,,,,Tốt
Nhiều mây,0°C,100%,3.1 km/h,1006 mbar,5.3,,,,,,Tốt
Ít mây,10°C,64%,17.7 km/h,1016 mbar,23,43,,5.6,0,,Trung bình
Trời quang,-6°C,91%,14.8 km/h,1000 mbar,9.6,11.3,,,,,Tốt
Nhiều mây,16°C,100%,9.6 km/h,999 mbar,2.1*,,,,,,Tốt
Trời quang,-5°C,93%,4.4 km/h,1014 mbar,20.8,28.8,,71.7,,,Trung bình
Trời quang,8°C,75%,7.4 km/h,1019 mbar,0.1,,,,,,Tốt
Trời quang,-5°C,72%,6.9 km/h,1014 mbar,22.6,,,,,,Trung bình
Nhiều mây,-1°C,83%,1.6 km/h,1005 mbar,31,45,,,,,Trung bình
Nhiều mây,-22°C,83%,10.3 km/h,1017 mbar,21,21,49,4,4,,Trung bình
Trời quang,0°C,80%,11.1 km/h,1013 mbar,19.3,36.7,30.6,50.4,5.5,,Trung bình
Mưa,15°C,91%,8.7 km/h,1017 mbar,10.5,,,,,,Tốt
Mây rải rác,-12°C,60%,24.7 km/h,1024 mbar,11,46,,,5.2,,Tốt
Nhiều mây,10°C,95%,1.5 km/h,1002 mbar,22.4,,,,,,Trung bình
Nhiều mây,23°C,91%,6.4 km/h,1010 mbar,18.1*,,,,,,Trung bình
Trời quang,4°C,71%,0 km/h,1018 mbar,4.6,,,,,,Tốt
Nhiều mây,-1°C,95%,5.5 km/h,1004 mbar,28.9,,,,,,Trung bình
Nhiều mây,0°C,79%,6.4 km/h,1026 mbar,18.8,,,,,,Trung bình
Trời quang,2°C,61%,7.4 km/h,1025 mbar,8.1,,,,,,Tốt
Nhiều mây,-5°C,92%,2.6 km/h,1010 mbar,10.5,,,,,,Tốt
Nhiều mây,-2°C,92%,4 km/h,1026 mbar,5.1,,,,,,Tốt
Nhiều mây,-1°C,79%,9.3 km/h,1007 mbar,18.8,26,,,,,Trung bình
Trời quang,12°C,79%,3.3 km/h,1020 mbar,40,54.5,79,16.5,5,650,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,0°C,77%,13 km/h,1005 mbar,21.1*,,,,,,Trung bình
Trời quang,-2°C,73%,4.5 km/h,1015 mbar,16.5,16.5,24,,3.3,,Trung bình
Trời quang,-2°C,70%,6.3 km/h,1015 mbar,10.9,23.9,11.1,,2.6,,Tốt
Nhiều mây,1°C,75%,3.5 km/h,1015 mbar,14,,,,,,Trung bình
Ít mây,23°C,33%,7.2 km/h,1012 mbar,28,,,,,,Trung bình
Mây rải rác,-5°C,87%,5.4 km/h,1012 mbar,12.2,18.7,,,,,Trung bình
Ít mây,-1°C,86%,3.9 km/h,1004 mbar,7.1*,,11.4*,37.7*,7.2*,,Tốt
Tuyết,-5°C,93%,16.1 km/h,1026 mbar,2.1*,,,,,,Tốt
Tuyết,0°C,77%,22.9 km/h,1025 mbar,2.1*,,,,,,Tốt
Trời quang,11°C,62%,8.1 km/h,1019 mbar,13.4,,,,,,Trung bình
Trời quang,6°C,84%,5.5 km/h,1020 mbar,27.5,,,,,,Trung bình
Trời quang,3°C,53%,7.4 km/h,1025 mbar,8.1,,,,,,Tốt
Tuyết,0°C,89%,12.9 km/h,1012 mbar,0.2,,,,,,Tốt
Nhiều mây,-3°C,73%,7.8 km/h,1016 mbar,0.2,,,,,,Tốt
Trời quang,21°C,61%,18 km/h,1013 mbar,7,31,26,12.5,0.9,,Tốt
Trời quang,-11°C,100%,1.8 km/h,1013 mbar,11,15.5,,,,,Tốt
Nhiều mây,-2°C,88%,11.1 km/h,1007 mbar,61.2,,,,,,Không lành mạnh
Nhiều mây,13°C,93%,12.9 km/h,1003 mbar,5.1*,,,,,,Tốt
Trời quang,5°C,68%,7.3 km/h,1007 mbar,4,2,,22.6,,343.5,Tốt
Trời quang,0°C,52%,3.1 km/h,1016 mbar,10,14.5,,,,,Tốt
Nhiều mây,26°C,88%,11.1 km/h,1010 mbar,6,13,0,28,3,0,Tốt
Trời quang,-2°C,81%,7.4 km/h,1012 mbar,47,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,-10°C,62%,13.8 km/h,1025 mbar,13,37,56,,,,Trung bình
Nhiều mây,16°C,97%,9.6 km/h,1010 mbar,9.6,,56,4,8,0.4,Tốt
Trời quang,2°C,68%,1.6 km/h,1016 mbar,2.6,,,,,,Tốt
Ít mây,10°C,67%,0 km/h,1017 mbar,25.6,,,,,,Trung bình
Ít mây,4°C,88%,8.6 km/h,1020 mbar,1.8,,,,,,Tốt
Trời quang,6°C,79%,4.8 km/h,1021 mbar,4.5,,,,,,Tốt
Nhiều mây,10°C,84%,13 km/h,1017 mbar,2.7,,,,,,Tốt
Trời quang,6°C,84%,7.4 km/h,1021 mbar,13.1*,,,,,,Trung bình
Nhiều mây,9°C,76%,6.4 km/h,1022 mbar,18,,,,,,Trung bình
Nhiều mây,9°C,77%,24.2 km/h,1022 mbar,21.1,,,,,,Trung bình
Sương mù,1°C,89%,37 km/h,1014 mbar,12.1*,,,,,,Trung bình
Trời quang,1°C,56%,16.7 km/h,1018 mbar,2.8,,,,,,Tốt
Nhiều mây,2°C,74%,18.5 km/h,1025 mbar,6.6,,,,,,Tốt
Trời quang,3°C,45%,11.1 km/h,1025 mbar,0.9,,,,,,Tốt
Nhiều mây,3°C,53%,7 km/h,1024 mbar,6.1*,,,,,,Tốt
Nhiều mây,20°C,92%,14 km/h,1008 mbar,,16,48,12,7,,Tốt
Nhiều mây,16°C,73%,2.6 km/h,1012 mbar,3.2,,,,,,Tốt
Trời quang,0°C,71%,11.1 km/h,1003 mbar,21.7,33,17.5,45.8,,,Trung bình
Nhiều mây,8°C,86%,14.8 km/h,1004 mbar,11.2,,,,,,Tốt
Nhiều mây,6°C,69%,4.8 km/h,1012 mbar,5.1*,,,,,,Tốt
Mây rải rác,24°C,91%,10.1 km/h,1011 mbar,6.1*,,,,,,Tốt
Nhiều mây,-4°C,92%,17.7 km/h,1008 mbar,9.7,,,,,,Tốt
Nhiều mây,-12°C,64%,15 km/h,1026 mbar,17,49,,,5.2,,Trung bình
Nhiều mây,17°C,82%,68.7 km/h,1019 mbar,13,29,,3.8,2.4,,Trung bình
Nhiều mây,25°C,84%,18.3 km/h,1010 mbar,18.1*,,,,,,Trung bình
Trời quang,4°C,84%,0 km/h,1021 mbar,5.4,,,,,,Tốt
Trời quang,8°C,75%,3.2 km/h,1016 mbar,6.5,,,,,,Tốt
Nhiều mây,17°C,70%,16.7 km/h,1004 mbar,5.1*,,,,,,Tốt
Trời quang,27°C,48%,1.6 km/h,1008 mbar,4.1*,,,,,,Tốt
Nhiều mây,10°C,85%,5.9 km/h,1009 mbar,45,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,-24°C,77%,14.4 km/h,1035 mbar,18,20.6,,22.6,6.9,69,Trung bình
Nhiều mây,26°C,88%,10.6 km/h,1009 mbar,9.4,,,,,,Tốt
Mưa,4°C,58%,40.7 km/h,1027 mbar,11,30.5,76,6.6,2.6,343.5,Tốt
Tuyết,-1°C,91%,22.5 km/h,1026 mbar,2.1*,,,,,,Tốt
Tuyết,0°C,82%,23.8 km/h,1026 mbar,4.1*,,,,,,Tốt
Tuyết,0°C,65%,46.4 km/h,1027 mbar,4.1*,,,,,,Tốt
Tuyết,-6°C,80%,5.3 km/h,1007 mbar,19.8,,,,,,Trung bình
Nhiều mây,2°C,60%,14.8 km/h,1016 mbar,8.7,21,30,19.7,,,Tốt
Trời quang,7°C,57%,9.3 km/h,1021 mbar,2.8,,,,,,Tốt
Trời quang,6°C,79%,13 km/h,1021 mbar,11.2,,,,,,Tốt
Mây rải rác,12°C,66%,5.5 km/h,1017 mbar,9.3,,,,,,Tốt
Nhiều mây,2°C,78%,22.2 km/h,1023 mbar,14.1*,,,,,,Trung bình
Nhiều mây,3°C,70%,14.8 km/h,1025 mbar,22.8,,,,,,Trung bình
Trời quang,2°C,60%,9.3 km/h,1027 mbar,7.1*,,,,,,Tốt
Trời quang,28°C,63%,25.9 km/h,1004 mbar,27.4,,,,,,Trung bình
Mây rải rác,-5°C,83%,0 km/h,1019 mbar,4.2,,,,,,Tốt
Trời quang,-7°C,83%,5.5 km/h,1020 mbar,0.7,,,,,,Tốt
Nhiều mây,-4°C,77%,4.9 km/h,1009 mbar,46.9,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Ít mây,24°C,88%,3.7 km/h,1009 mbar,7.5,7.8,,,,,Tốt
Mây rải rác,10°C,88%,3.7 km/h,1006 mbar,13.6,20.5,37.6,37.4,,0.6,Trung bình
Trời quang,5°C,89%,6.2 km/h,1007 mbar,8,,,,,,Tốt
Nhiều mây,1°C,75%,4.1 km/h,1014 mbar,28.5,,,,,,Trung bình
Nhiều mây,26°C,93%,5.4 km/h,1009 mbar,18.6,,,,,,Trung bình
Nhiều mây,-33°C,91%,7.3 km/h,1029 mbar,1.1*,,,,,,Tốt
Ít mây,0°C,65%,22 km/h,1024 mbar,8,,,3.8,5.2,,Tốt
Mây rải rác,0°C,72%,32.4 km/h,1025 mbar,4.1*,,,,,,Tốt
Nhiều mây,14°C,67%,12.6 km/h,1026 mbar,9.3,,,,,,Tốt
Nhiều mây,15°C,86%,29.3 km/h,1024 mbar,16,24,,3.8,2.6,,Trung bình
Nhiều mây,18°C,93%,20.7 km/h,1009 mbar,7.1*,,,,,,Tốt
Nhiều mây,10°C,80%,13 km/h,1018 mbar,0.8,,,,,,Tốt
Trời quang,12°C,68%,5.5 km/h,1018 mbar,27.1,,,,,,Trung bình
Trời quang,6°C,84%,1.6 km/h,1018 mbar,10.1,,,,,,Tốt
Trời quang,9°C,57%,7.4 km/h,1010 mbar,7.4,,,,,,Tốt
Nhiều mây,-1°C,94%,5.5 km/h,1023 mbar,9.1*,,,,,,Tốt
Nhiều mây,0°C,75%,4.8 km/h,1020 mbar,2.1,13,24,,,,Tốt
Trời quang,9°C,58%,4.8 km/h,1024 mbar,8.1*,,,,,,Tốt
Trời quang,2°C,65%,0 km/h,1025 mbar,6.1*,,,,,,Tốt
Trời quang,1°C,53%,9 km/h,1028 mbar,5.2,,,,,,Tốt
Nhiều mây,2°C,62%,9.3 km/h,1024 mbar,7.6,,,,,,Tốt
Nhiều mây,1°C,80%,18.5 km/h,1024 mbar,23.1*,,,,,,Trung bình
Nhiều mây,10°C,90%,0.8 km/h,1027 mbar,16.5,37.5,58,11.5,4.5,500,Trung bình
Trời quang,-5°C,72%,6.1 km/h,1014 mbar,42,30,1,,,,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,-6°C,72%,7 km/h,1014 mbar,59,70,,,6.9,,Không lành mạnh
Nhiều mây,0°C,74%,10.4 km/h,1003 mbar,20.1*,,18.3*,29.2*,,,Trung bình
Nhiều mây,-1°C,86%,14.8 km/h,1005 mbar,13,,,,,,Trung bình
Nhiều mây,-2°C,85%,9.3 km/h,1008 mbar,45,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Mây rải rác,-8°C,95%,6.3 km/h,1016 mbar,34,16.6,,,,,Trung bình
Nhiều mây,-2°C,90%,14.7 km/h,1010 mbar,12.3,13.2,,,,,Trung bình
Ít mây,-2°C,91%,8.1 km/h,1012 mbar,16.1,18.9,,,,,Trung bình
Trời quang,-2°C,71%,10.1 km/h,1015 mbar,14.1*,,,,,,Trung bình
Mây rải rác,1°C,63%,32.7 km/h,1024 mbar,5.1*,,,,,,Tốt
Nhiều mây,0°C,95%,6.8 km/h,1005 mbar,29,,,,,,Trung bình
Trời quang,12°C,67%,5.5 km/h,1018 mbar,21.7,,10,41.4,,0,Trung bình
Trời quang,11°C,60%,9.3 km/h,1018 mbar,8.1*,,,,,,Tốt
Ít mây,12°C,68%,7.4 km/h,1018 mbar,13.9,,,,,,Trung bình
Trời quang,5°C,77%,4.4 km/h,1020 mbar,1.6,,,,,,Tốt
Ít mây,12°C,67%,7.4 km/h,1018 mbar,31.4,,,,,,Trung bình
Ít mây,12°C,69%,5.5 km/h,1018 mbar,18.1,,,,,,Trung bình
Ít mây,12°C,69%,5.5 km/h,1018 mbar,18.1,,,,,,Trung bình
Nhiều mây,11°C,76%,13 km/h,1018 mbar,7.1*,,,,,,Tốt
Ít mây,3°C,93%,5.7 km/h,1020 mbar,0.9,,,,,,Tốt
Nhiều mây,9°C,79%,16.7 km/h,1024 mbar,15.4,,,,,,Trung bình
Nhiều mây,2°C,77%,22.2 km/h,1023 mbar,29.3,,,,,,Trung bình
Nhiều mây,2°C,80%,22.2 km/h,1022 mbar,2.7,,,,,,Tốt
Nhiều mây,2°C,76%,22.2 km/h,1021 mbar,23.2,,,,,,Trung bình
Nhiều mây,-5°C,86%,2 km/h,1018 mbar,15.2,,,,,,Trung bình
Nhiều mây,-9°C,89%,7.1 km/h,1024 mbar,19.6,,,,,,Trung bình
Ít mây,7°C,60%,3.2 km/h,1026 mbar,7.1*,,,,,,Tốt
Nhiều mây,1°C,67%,5.5 km/h,1026 mbar,6.6,,,,,,Tốt
Mây rải rác,16°C,79%,20.4 km/h,1003 mbar,2.1*,,,,,,Tốt
Sương mù,0°C,91%,0 km/h,1022 mbar,14.3,,,,,,Trung bình
Trời quang,3°C,62%,7.4 km/h,1026 mbar,9.7,,,,,,Tốt
Nhiều mây,-1°C,92%,3.8 km/h,1026 mbar,7,,,,,,Tốt
Nhiều mây,1°C,84%,18.5 km/h,1022 mbar,13.1*,,,,,,Trung bình
Mây rải rác,-2°C,80%,1 km/h,1011 mbar,30,33,,,,,Trung bình
Nhiều mây,-1°C,84%,9.6 km/h,1006 mbar,29.5,43,1,,,,Trung bình
Nhiều mây,33°C,42%,4.9 km/h,1007 mbar,2.3,,,,,,Tốt
Nhiều mây,25°C,76%,17.4 km/h,1005 mbar,2,7,,12,,,Tốt
Trời quang,17°C,71%,13.2 km/h,1019 mbar,37,55,102,22,6,700,Không lành mạnh cho các nhóm nhạy cảm
Ít mây,-9°C,82%,4.8 km/h,1014 mbar,20,28,4.4,,12.2,,Trung bình
Nhiều mây,-2°C,85%,9.3 km/h,1010 mbar,21.3,26,26.3,34.8,,,Trung bình
Trời quang,-3°C,72%,5.5 km/h,1015 mbar,13.1*,,,,,,Trung bình
Nhiều mây,12°C,92%,5.5 km/h,1005 mbar,6.1*,,,,,,Tốt
Nhiều mây,12°C,92%,12.9 km/h,1003 mbar,4.1*,,,,,,Tốt
Mây rải rác,1°C,65%,2.5 km/h,1012 mbar,13.5,14.6,22,44.6,2.7,,Trung bình
Nhiều mây,10°C,54%,25.9 km/h,1017 mbar,24,28,,9.4,0,,Trung bình
Nhiều mây,0°C,75%,1.8 km/h,1014 mbar,7,,,,,,Tốt
Trời quang,30°C,29%,5 km/h,1007 mbar,44.9,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Mây rải rác,-14°C,36%,20.4 km/h,1029 mbar,2.1*,,,,,,Tốt
Nhiều mây,2°C,81%,3.7 km/h,1013 mbar,21.1*,,,,,,Trung bình
Nhiều mây,19°C,76%,7.9 km/h,1013 mbar,63,,,,,,Không lành mạnh
Trời quang,5°C,83%,5.5 km/h,1020 mbar,30,,,,,,Trung bình
Trời quang,7°C,80%,13 km/h,1021 mbar,6.1,,,,,,Tốt
Ít mây,12°C,68%,7.4 km/h,1018 mbar,23.6,,,,,,Trung bình
Nhiều mây,9°C,72%,22.2 km/h,1020 mbar,24,,,,,,Trung bình
Nhiều mây,9°C,69%,20.4 km/h,1024 mbar,22.1,,,,,,Trung bình
Trời quang,5°C,71%,16.7 km/h,1014 mbar,16.2,,,,,,Trung bình
Nhiều mây,0°C,76%,18.5 km/h,1023 mbar,23.7,,,,,,Trung bình
Nhiều mây,13°C,1%,11.1 km/h,1022 mbar,35,57,70,19,6.5,600,Trung bình
Nhiều mây,22°C,85%,6.5 km/h,1013 mbar,36.2*,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,3°C,49%,20.3 km/h,1032 mbar,52,243.5,37.5,24,8.5,600,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,9°C,86%,3.3 km/h,1016 mbar,50,72,18,47.5,11,1300,Không lành mạnh cho các nhóm nhạy cảm
Ít mây,20°C,97%,9.3 km/h,1015 mbar,36.8,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,6°C,59%,0.8 km/h,1029 mbar,62,121.5,19,53.5,5.5,893,Không lành mạnh
Trời quang,10°C,52%,9.9 km/h,1022 mbar,45,66,78.5,24,5,500,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,-16°C,48%,25.5 km/h,1020 mbar,14,79.5,49.5,6,8,500,Trung bình
Nhiều mây,22°C,80%,15.1 km/h,1013 mbar,7.8,26,,,7.2,,Tốt
Nhiều mây,10°C,74%,3.9 km/h,1028 mbar,108,146.5,4,40.5,12.5,1200,Không lành mạnh
Trời quang,9°C,76%,2.6 km/h,1016 mbar,23.5,32.5,26.5,12,6,600,Trung bình
Nhiều mây,10°C,78%,11.5 km/h,1011 mbar,26.7,41.4,14.3,,,,Trung bình
Trời quang,-9°C,45%,2.6 km/h,1035 mbar,26,35.5,,11.5,6,,Trung bình
Trời quang,-9°C,41%,14.5 km/h,1033 mbar,14,15,85,7,11,200,Trung bình
Trời quang,10°C,32%,0.6 km/h,1017 mbar,7.1*,,,,,,Tốt
Trời quang,16°C,39%,5.5 km/h,1026 mbar,48.2,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Sương mù,3°C,87%,7.4 km/h,1017 mbar,159.4,,,,,,Rất không lành mạnh
Trời quang,4°C,41%,13.2 km/h,1032 mbar,38.5,126.5,35.5,26,5.5,450,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,17°C,34%,5.6 km/h,1018 mbar,14.1*,,,,,,Trung bình
Nhiều mây,-22°C,77%,5.3 km/h,1028 mbar,22,,,,,,Trung bình
Trời quang,21°C,63%,9.9 km/h,1017 mbar,23,42,86.1,59.7,12.9,,Trung bình
Trời quang,4°C,43%,16.6 km/h,1032 mbar,42.5,154,37,31,8.5,500,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,26°C,54%,9.3 km/h,1013 mbar,29,,,,,,Trung bình
Mưa,20°C,66%,6.9 km/h,1015 mbar,16.1,28.3,63.6,5.6,3.4,,Trung bình
Trời quang,-3°C,36%,12.6 km/h,1034 mbar,15,58,42,18,6,550,Trung bình
Trời quang,1°C,44%,6 km/h,1034 mbar,57,169.5,19,39.5,9.5,400,Không lành mạnh
Trời quang,-9°C,25%,4.5 km/h,1037 mbar,13,97,2,50,6,400,Trung bình
Trời quang,-14°C,30%,23.4 km/h,1029 mbar,9,42,55,3,6,300,Tốt
Trời quang,18°C,39%,6.5 km/h,1016 mbar,5.4,,,,,,Tốt
Trời quang,-8°C,43%,0.6 km/h,1032 mbar,43,125.5,29,34,15,715,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,18°C,43%,16.6 km/h,1017 mbar,28,,,,,,Trung bình
Nhiều mây,0°C,66%,4.4 km/h,1014 mbar,56,,,,17.9,,Không lành mạnh
Trời quang,18°C,39%,6.5 km/h,1016 mbar,5.4,,,,,,Tốt
Nhiều mây,-4°C,89%,8.1 km/h,1012 mbar,56.5,,,,,,Không lành mạnh
Trời quang,-15°C,30%,5.7 km/h,1036 mbar,26,53,9,43,14,600,Trung bình
Trời quang,-7°C,29%,2.9 km/h,1033 mbar,23,60,31,32,16.5,550,Trung bình
Trời quang,-14°C,31%,24 km/h,1030 mbar,13,27,45,12.5,8,550,Trung bình
Mây rải rác,8°C,78%,4.3 km/h,1017 mbar,24.1*,,,,,,Trung bình
Nhiều mây,4°C,93%,1.8 km/h,1017 mbar,42,81.7,5.7,,,,Không lành mạnh cho các nhóm nhạy cảm
Sương mù,8°C,87%,3.7 km/h,1017 mbar,73.2*,,,,,,Không lành mạnh
Ít mây,-10°C,56%,7.1 km/h,1032 mbar,32.5,66,20,50.5,7,900,Trung bình
Nhiều mây,0°C,92%,3.6 km/h,1022 mbar,48,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Mây rải rác,2°C,35%,6.3 km/h,1018 mbar,10.1*,,,,,,Tốt
Nhiều mây,13°C,89%,43.1 km/h,1002 mbar,1,,,,,,Tốt
Nhiều mây,1°C,79%,3.7 km/h,1009 mbar,17,39,3,56,,,Trung bình
Mây rải rác,-7°C,78%,4.7 km/h,1033 mbar,10.1*,,,,,,Tốt
Nhiều mây,7°C,67%,12.3 km/h,1028 mbar,59,81,21,38,54,681,Không lành mạnh
Trời quang,9°C,38%,20.5 km/h,1024 mbar,63,83,118,12,12,600,Không lành mạnh
Ít mây,23°C,79%,11.1 km/h,1013 mbar,38.2*,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,3°C,46%,4.9 km/h,1032 mbar,55.5,116,40,25,5,,Không lành mạnh
Tuyết,-3°C,90%,9.3 km/h,1026 mbar,51,83,76,17,11,550,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,20°C,93%,1.9 km/h,1014 mbar,40,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Ít mây,4°C,62%,8.6 km/h,1029 mbar,33,80,12,31,8,631,Trung bình
Nhiều mây,8°C,69%,8.9 km/h,1028 mbar,39,69,36,20,4.5,523,Không lành mạnh cho các nhóm nhạy cảm
Tuyết,0°C,68%,28.4 km/h,1026 mbar,5.3,,,,,,Tốt
Nhiều mây,14°C,45%,23 km/h,1021 mbar,43,77,81,21,13,500,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,4°C,67%,6.1 km/h,1015 mbar,60.7,,,,,,Không lành mạnh
Trời quang,23°C,85%,9.2 km/h,1011 mbar,39.2*,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Tuyết,1°C,70%,10 km/h,1014 mbar,62,,,,,,Không lành mạnh
Ít mây,16°C,51%,14.8 km/h,1026 mbar,26.1,,,,,,Trung bình
Mây rải rác,-2°C,88%,12.6 km/h,1012 mbar,17.6,19.1,,10.4,,,Trung bình
Nhiều mây,1°C,93%,5.8 km/h,1011 mbar,36.6,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Mây rải rác,18°C,59%,9.3 km/h,1015 mbar,14.1*,,,,,,Trung bình
Trời quang,-1°C,80%,2.7 km/h,1015 mbar,38,56.1,17,26.2,3.4,,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,32°C,17%,20.4 km/h,1009 mbar,7,,,,,,Tốt
Mây rải rác,28°C,64%,13.3 km/h,1010 mbar,29.2*,,,,,,Trung bình
Trời quang,-16°C,28%,18.1 km/h,1035 mbar,9.5,25.5,45,14,17,300,Tốt
Nhiều mây,5°C,87%,5.4 km/h,1012 mbar,5.1*,,,,,,Tốt
Nhiều mây,-18°C,74%,23.1 km/h,1016 mbar,11.5,33.5,38,10,9,350,Tốt
Nhiều mây,10°C,49%,3 km/h,1024 mbar,39,131.5,6,59,9,1000,Không lành mạnh cho các nhóm nhạy cảm
Tuyết,-1°C,78%,54.4 km/h,1026 mbar,9.7,,,,,,Tốt
Nhiều mây,9°C,78%,8.6 km/h,1010 mbar,28,56.2,,,15.5,,Trung bình
Nhiều mây,3°C,83%,1.2 km/h,1013 mbar,24.1*,,,,,,Trung bình
Nhiều mây,24°C,54%,6.8 km/h,1013 mbar,8.6,8.8,,11.4,7.1,,Tốt
Nhiều mây,24°C,90%,9.5 km/h,1008 mbar,8.2,,,,,,Tốt
Nhiều mây,7°C,74%,2.6 km/h,1030 mbar,104,152.5,6,15,15,1600,Không lành mạnh
Nhiều mây,-19°C,72%,17.3 km/h,1025 mbar,14.5,179.5,56,4,6,550,Không lành mạnh cho các nhóm nhạy cảm
