Thời tiết,Nhiệt độ,Độ ẩm,Gió,Áp suất, PM2.5 , PM10 , O3 , NO2 , SO2 , CO ,target
Nhiều mây,-7°C,93%,11.8 km/h,993 mbar,2.1*,,,,,,Tốt
Ít mây,-24°C,81%,26.5 km/h,1032 mbar,1.1*,,,,,,Tốt
Trời quang,-8°C,85%,3.7 km/h,1008 mbar,8.4,11.1,,,,,Tốt
Mưa,9°C,96%,8.1 km/h,1005 mbar,1,,,,,,Tốt
Nhiều mây,12°C,96%,6.9 km/h,1002 mbar,2.1*,,,1*,1*,,Tốt
Nhiều mây,19°C,73%,10.3 km/h,1006 mbar,2,5,9,36,11.5,0.1,Tốt
Trời quang,-5°C,87%,3.7 km/h,1009 mbar,0,5.1,,,,,Tốt
Ít mây,-6°C,86%,5.5 km/h,1009 mbar,5,7.2,15.2,48,,,Tốt
Sương mù,-5°C,93%,1.8 km/h,1010 mbar,15.3,26.5,,41.2,,,Trung bình
Ít mây,0°C,92%,4.2 km/h,1022 mbar,13,17.7,,,,,Trung bình
Trời quang,-5°C,74%,1.7 km/h,1010 mbar,7.1,7.2,,25.7,,,Tốt
Ít mây,0°C,89%,5.5 km/h,1016 mbar,5,6,,,,,Tốt
Trời quang,1°C,92%,0 km/h,1022 mbar,13.5,,0.4,,0.8,0.4,Trung bình
Nhiều mây,0°C,91%,1.6 km/h,1022 mbar,10.5,,,,,,Tốt
Nhiều mây,23°C,75%,14.8 km/h,1009 mbar,5.1*,,,,,,Tốt
Mây rải rác,8°C,65%,5.3 km/h,1002 mbar,1,2,,,,,Tốt
Nhiều mây,9°C,73%,31.5 km/h,1005 mbar,0.7,,,,,,Tốt
Nhiều mây,11°C,65%,25.5 km/h,1011 mbar,0.3,,,,,,Tốt
Ít mây,-6°C,78%,4.8 km/h,1016 mbar,0.8,,,,,,Tốt
Sương mù,1°C,97%,27.8 km/h,1015 mbar,5.5,12.9,,1.5,0,0.1,Tốt
Trời quang,-3°C,77%,6.9 km/h,1031 mbar,24.1*,,,,,,Trung bình
Trời quang,-4°C,74%,8.1 km/h,1031 mbar,6,,,,,,Tốt
Mây rải rác,-5°C,94%,3.7 km/h,991 mbar,5,7,9.2,29.2,0.8,380,Tốt
Tuyết,-7°C,92%,9.3 km/h,985 mbar,5.6,8.2,10,38.9,0.3,,Tốt
Mây rải rác,-7°C,88%,6.4 km/h,1013 mbar,2,5,,3,,,Tốt
Nhiều mây,3°C,81%,22.7 km/h,1008 mbar,21.7,27.1,,,,,Trung bình
Nhiều mây,4°C,92%,9.5 km/h,1010 mbar,5,,,,,,Tốt
Nhiều mây,16°C,67%,1.6 km/h,1011 mbar,0.2,,,,,,Tốt
Mây rải rác,12°C,90%,1.6 km/h,1012 mbar,4,,,,,,Tốt
Trời quang,18°C,68%,1.6 km/h,1015 mbar,3.1,,,,,,Tốt
Tuyết,-2°C,96%,7.4 km/h,1005 mbar,4.4,5.3,,38,,,Tốt
Mây rải rác,-17°C,94%,9.3 km/h,1012 mbar,7.9,21,,30.9,,,Tốt
Nhiều mây,-2°C,63%,9.3 km/h,1013 mbar,4,11,51,23,,,Tốt
Nhiều mây,4°C,87%,3.2 km/h,1012 mbar,3,3.5,50,,,,Tốt
Trời quang,-8°C,72%,8.1 km/h,1022 mbar,1.9,4,,,,,Tốt
Trời quang,1°C,92%,4.8 km/h,1022 mbar,9.5,,,,,,Tốt
Nhiều mây,-3°C,92%,6.2 km/h,1022 mbar,6.5,,,,,,Tốt
Sương mù,1°C,94%,9.3 km/h,1022 mbar,5.2,,,,,,Tốt
Trời quang,1°C,90%,3.2 km/h,1020 mbar,5.8,,,,,,Tốt
Nhiều mây,-2°C,86%,16.7 km/h,1023 mbar,4.3,,,,,,Tốt
Mây rải rác,27°C,74%,13 km/h,1008 mbar,3.4,8,,1.9,,,Tốt
Nhiều mây,-14°C,95%,7.1 km/h,1015 mbar,9.5,11.5,,21,1.6,,Tốt
Nhiều mây,1°C,93%,8.1 km/h,1022 mbar,6.3,7.9,3.8,30.8,0.5,,Tốt
Nhiều mây,-6°C,84%,2.6 km/h,1019 mbar,1.1*,,,,,,Tốt
Tuyết,0°C,100%,1.8 km/h,1006 mbar,1.6,,,,,,Tốt
Mây rải rác,11°C,62%,23.3 km/h,1016 mbar,12.5,11,,8.5,2.6,,Trung bình
Tuyết,-2°C,97%,7.4 km/h,1005 mbar,4.2,5,,,,,Tốt
Nhiều mây,17°C,100%,14.5 km/h,998 mbar,2.1*,,,,,,Tốt
Mây rải rác,-5°C,96%,2.1 km/h,1010 mbar,10.2,21.5,,55.1,,,Tốt
Trời quang,2°C,92%,9.3 km/h,1016 mbar,0.1,,,,,,Tốt
Trời quang,0°C,46%,9.4 km/h,1014 mbar,8.2,,,,,,Tốt
Mây rải rác,-1°C,87%,3.2 km/h,1008 mbar,36.2,50,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,-18°C,80%,16 km/h,1012 mbar,33,42,50,6,4,,Trung bình
Trời quang,0°C,80%,7.4 km/h,1014 mbar,13.5,56.2,9,70.6,7.9,,Trung bình
Mưa,21°C,64%,14.5 km/h,1016 mbar,16,,,,,,Trung bình
Tuyết,-3°C,91%,21.4 km/h,1016 mbar,21,46,,,,,Trung bình
Mưa,7°C,77%,3 km/h,1004 mbar,18.1,,,,,,Trung bình
Mây rải rác,25°C,85%,16.1 km/h,1008 mbar,14.1*,,,,,,Trung bình
Trời quang,0°C,91%,14.8 km/h,1015 mbar,16.4,,,,,,Trung bình
Sương mù,-3°C,98%,0 km/h,1018 mbar,15.9,,,,,,Trung bình
Ít mây,-1°C,84%,9 km/h,1027 mbar,24.6,,,,,,Trung bình
Trời quang,0°C,76%,8.1 km/h,1026 mbar,7.3,,,,,,Tốt
Nhiều mây,-8°C,92%,3.2 km/h,1010 mbar,6.8,,,,,,Tốt
Nhiều mây,-8°C,98%,5.3 km/h,1026 mbar,2.1,,,,,,Tốt
Mây rải rác,-3°C,87%,11.1 km/h,1010 mbar,26.8,32,,,,,Trung bình
Trời quang,15°C,70%,9.6 km/h,1017 mbar,35,52,136,10.5,6.5,650,Trung bình
Trời quang,-2°C,92%,11.1 km/h,1009 mbar,22.1*,,,,,,Trung bình
Trời quang,0°C,64%,4.6 km/h,1015 mbar,11,15.7,17.9,,2.9,,Tốt
Trời quang,0°C,61%,6.2 km/h,1015 mbar,19.9,21.6,25.8,,2.5,,Trung bình
Nhiều mây,0°C,59%,6 km/h,1015 mbar,13,,,,,,Trung bình
Trời quang,10°C,77%,3.2 km/h,1015 mbar,20,,,,,,Trung bình
Nhiều mây,-3°C,87%,6.4 km/h,1012 mbar,10.8,12.6,,,,,Tốt
Nhiều mây,0°C,84%,16.1 km/h,1000 mbar,,,31.2,30,6.5,,Tốt
Tuyết,0°C,67%,22.8 km/h,1020 mbar,8.1*,,,,,,Tốt
Nhiều mây,4°C,85%,16.5 km/h,1021 mbar,11.1*,,,,,,Tốt
Ít mây,6°C,81%,3.2 km/h,1016 mbar,3.8,,,,,,Tốt
Trời quang,3°C,90%,5.5 km/h,1016 mbar,24.5,,,,,,Trung bình
Trời quang,0°C,67%,8.1 km/h,1043 mbar,6.6,,,,,,Tốt
Tuyết,-1°C,87%,0 km/h,1008 mbar,15.4,,,,,,Trung bình
Nhiều mây,-9°C,100%,10 km/h,1024 mbar,1.1,,,,,,Tốt
Trời quang,11°C,81%,6.3 km/h,1014 mbar,6,28,4,10.9,,,Tốt
Mây rải rác,-4°C,85%,3.7 km/h,1013 mbar,10,14.9,,,,,Tốt
Sương mù,-2°C,88%,3.7 km/h,1010 mbar,54.8,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,12°C,92%,16.1 km/h,1001 mbar,4.1*,,,,,,Tốt
Trời quang,8°C,69%,9.5 km/h,1009 mbar,,,,37.6,,458,Tốt
Nhiều mây,3°C,34%,13.2 km/h,1014 mbar,11,15.6,,,,,Tốt
Mưa,25°C,94%,13 km/h,1008 mbar,5,14,41.4,35,3,0.3,Tốt
Ít mây,0°C,71%,3.7 km/h,1013 mbar,13,14,35.3,,2.5,,Trung bình
Tuyết,-1°C,94%,16.5 km/h,1017 mbar,19,44,58,,,,Trung bình
Nhiều mây,16°C,93%,4.8 km/h,1013 mbar,4.1*,,59*,3*,6*,0.4*,Tốt
Trời quang,-3°C,93%,9.4 km/h,1015 mbar,1.5,,,,,,Tốt
Sương mù,5°C,87%,5.5 km/h,1013 mbar,17.6,,,,,,Trung bình
Mây rải rác,-1°C,94%,10.9 km/h,1022 mbar,0.9,,,,,,Tốt
Trời quang,2°C,94%,1.6 km/h,1017 mbar,15.1,,,,,,Trung bình
Mây rải rác,6°C,93%,9.3 km/h,1015 mbar,15.7,,,,,,Trung bình
Trời quang,2°C,93%,5.5 km/h,1017 mbar,14.1*,,,,,,Trung bình
Nhiều mây,7°C,94%,9.8 km/h,1021 mbar,29,,,,,,Trung bình
Nhiều mây,8°C,92%,16.7 km/h,1022 mbar,20.5,,,,,,Trung bình
Nhiều mây,1°C,85%,33.3 km/h,1019 mbar,21.1*,,,,,,Trung bình
Trời quang,-5°C,70%,9.3 km/h,1020 mbar,5.1,,,,,,Tốt
Nhiều mây,1°C,79%,13 km/h,1026 mbar,8.6,,,,,,Tốt
Trời quang,-5°C,83%,7.4 km/h,1026 mbar,8,,,,,,Tốt
Trời quang,0°C,66%,6.2 km/h,1025 mbar,5.1*,,,,,,Tốt
Nhiều mây,21°C,91%,12.3 km/h,1006 mbar,10.1*,13*,18*,20*,6*,,Tốt
Nhiều mây,7°C,100%,9.3 km/h,1024 mbar,18.6,,,,,,Trung bình
Trời quang,-1°C,77%,18.5 km/h,1006 mbar,29.7,36.3,13.4,43.1,,,Trung bình
Mưa rào,7°C,90%,9.3 km/h,1005 mbar,3.5,,,,,,Tốt
Nhiều mây,8°C,66%,14.3 km/h,1013 mbar,3,,,,,,Tốt
Nhiều mây,27°C,86%,11.4 km/h,1010 mbar,8.1*,,,,,,Tốt
Nhiều mây,-3°C,91%,24.5 km/h,1005 mbar,7,,,,,,Tốt
Tuyết,-2°C,94%,18.4 km/h,1017 mbar,24,,,,,,Trung bình
Nhiều mây,18°C,81%,62.3 km/h,1017 mbar,11,30,,7.5,1.6,,Tốt
Mây rải rác,26°C,82%,27.1 km/h,1008 mbar,14.1*,,,,,,Trung bình
Trời quang,1°C,95%,0 km/h,1018 mbar,38.6,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,4°C,88%,0 km/h,1013 mbar,16.3,,,,,,Trung bình
Nhiều mây,18°C,90%,35.2 km/h,1003 mbar,14.1*,,,,,,Trung bình
Ít mây,18°C,64%,1.8 km/h,1012 mbar,4.1*,,,,,,Tốt
Nhiều mây,13°C,69%,12.5 km/h,1010 mbar,15.4,,,,,,Trung bình
Tuyết,-6°C,86%,21.6 km/h,1028 mbar,6.2,7.7,,22.3,4.2,123.2,Tốt
Mưa,27°C,87%,16.3 km/h,1007 mbar,10.3,,,,,,Tốt
Nhiều mây,8°C,55%,34.3 km/h,1022 mbar,33,104,76,18.8,5.2,572.5,Trung bình
Nhiều mây,4°C,53%,24.6 km/h,1021 mbar,9.1*,,,,,,Tốt
Nhiều mây,5°C,71%,18.3 km/h,1021 mbar,11.1*,,,,,,Tốt
Nhiều mây,7°C,50%,45.3 km/h,1022 mbar,9.1*,,,,,,Tốt
Nhiều mây,-6°C,32%,4.4 km/h,1008 mbar,33,,,,,,Trung bình
Mưa,6°C,49%,10.3 km/h,1013 mbar,10.5,29.7,0,14.7,,,Tốt
Trời quang,2°C,75%,7.4 km/h,1018 mbar,8.1,,,,,,Tốt
Trời quang,3°C,93%,5.5 km/h,1017 mbar,11.1,,,,,,Tốt
Nhiều mây,7°C,86%,7.4 km/h,1015 mbar,8.4,,,,,,Tốt
Nhiều mây,1°C,76%,18.5 km/h,1025 mbar,11.1*,,,,,,Tốt
Nhiều mây,1°C,75%,11.1 km/h,1026 mbar,12.7,,,,,,Trung bình
Nhiều mây,0°C,75%,7.4 km/h,1028 mbar,6.1*,,,,,,Tốt
Nhiều mây,22°C,89%,20.4 km/h,1004 mbar,32.8,,,,,,Trung bình
Mây rải rác,-7°C,83%,7.4 km/h,1017 mbar,0.9,,,,,,Tốt
Trời quang,-14°C,92%,8.9 km/h,1024 mbar,0.7,,,,,,Tốt
Nhiều mây,-3°C,68%,7.4 km/h,1012 mbar,36.1,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Mưa,24°C,100%,14.8 km/h,1008 mbar,8,8.1,,,,,Tốt
Mưa,9°C,85%,9.3 km/h,1008 mbar,20,26.9,5,58.9,,0.5,Trung bình
Trời quang,8°C,86%,9.3 km/h,1009 mbar,23,,,,,,Trung bình
Nhiều mây,0°C,63%,5.7 km/h,1014 mbar,10,,,,,,Tốt
Nhiều mây,26°C,88%,0.3 km/h,1006 mbar,16,,,,,,Trung bình
Nhiều mây,-22°C,86%,11.9 km/h,1022 mbar,1.1*,,,,,,Tốt
Nhiều mây,5°C,66%,23.7 km/h,1020 mbar,42,,,7.5,2.6,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,4°C,90%,24.5 km/h,1021 mbar,11.1*,,,,,,Tốt
Nhiều mây,14°C,92%,24.1 km/h,1024 mbar,14.6,,,,,,Trung bình
Nhiều mây,15°C,88%,26.5 km/h,1021 mbar,26,43,,9.4,2.4,,Trung bình
Nhiều mây,13°C,90%,16.5 km/h,1011 mbar,19.2*,,,,,,Trung bình
Trời quang,6°C,91%,9.3 km/h,1016 mbar,3.6,,,,,,Tốt
Nhiều mây,7°C,85%,7.4 km/h,1015 mbar,11.6,,,,,,Tốt
Trời quang,2°C,93%,5.2 km/h,1015 mbar,8.2,,,,,,Tốt
Nhiều mây,3°C,77%,3.2 km/h,1006 mbar,4,,,,,,Tốt
Sương mù,-2°C,98%,0 km/h,1018 mbar,6.1*,,,,,,Tốt
Nhiều mây,-1°C,83%,0 km/h,1015 mbar,3,3,52,,,,Tốt
Trời quang,0°C,89%,1.6 km/h,1024 mbar,13.1*,,,,,,Trung bình
Nhiều mây,-1°C,76%,5.5 km/h,1026 mbar,5.1*,,,,,,Tốt
Trời quang,-3°C,72%,4.3 km/h,1028 mbar,6.6,,,,,,Tốt
Nhiều mây,-1°C,74%,9.3 km/h,1026 mbar,5.4,,,,,,Tốt
Nhiều mây,1°C,80%,12.9 km/h,1025 mbar,11.1*,,,,,,Tốt
Nhiều mây,11°C,78%,2.9 km/h,1024 mbar,14.5,42,58,12,3,600,Trung bình
Trời quang,-2°C,71%,5 km/h,1014 mbar,6,14.7,,,,,Tốt
Trời quang,-2°C,71%,5.1 km/h,1015 mbar,10,22.3,,,6.9,,Tốt
Nhiều mây,-2°C,84%,17.4 km/h,1007 mbar,,,20.6,22.4,,,Tốt
Nhiều mây,-1°C,80%,16.7 km/h,1000 mbar,7.8,,,,,,Tốt
Ít mây,-2°C,86%,7.4 km/h,1011 mbar,39,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Mây rải rác,-3°C,80%,5.3 km/h,1014 mbar,10,15.7,,,,,Tốt
Nhiều mây,-2°C,88%,21.1 km/h,1007 mbar,6.1,6.5,,,,,Tốt
Nhiều mây,-1°C,82%,9.6 km/h,1010 mbar,11.8,14.7,,,3.2,,Tốt
Trời quang,0°C,60%,2.3 km/h,1015 mbar,13.1*,,,,,,Trung bình
Nhiều mây,7°C,62%,31.6 km/h,1020 mbar,12.1*,,,,,,Trung bình
Tuyết,0°C,94%,11.2 km/h,1008 mbar,42,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,7°C,86%,7.4 km/h,1015 mbar,10.7,12,,47,,0,Tốt
Trời quang,5°C,83%,5.9 km/h,1014 mbar,10.1*,,,,,,Tốt
Nhiều mây,8°C,85%,7.4 km/h,1014 mbar,16.5,,,,,,Trung bình
Mây rải rác,0°C,90%,8.2 km/h,1018 mbar,6.6,,,,,,Tốt
Nhiều mây,8°C,85%,7.4 km/h,1014 mbar,12.6,,,,,,Trung bình
Nhiều mây,8°C,87%,7.4 km/h,1015 mbar,14,,,,,,Trung bình
Nhiều mây,8°C,87%,7.4 km/h,1015 mbar,14,,,,,,Trung bình
Trời quang,7°C,91%,9.3 km/h,1016 mbar,2.6*,,,,,,Tốt
Nhiều mây,0°C,100%,9 km/h,1014 mbar,0.7,,,,,,Tốt
Sương mù,6°C,98%,0 km/h,1023 mbar,14,,,,,,Trung bình
Nhiều mây,1°C,75%,24.1 km/h,1025 mbar,20.8,,,,,,Trung bình
Nhiều mây,1°C,79%,20.4 km/h,1024 mbar,1.8,,,,,,Tốt
Nhiều mây,0°C,77%,20.4 km/h,1024 mbar,21.6,,,,,,Trung bình
Ít mây,-10°C,96%,7.2 km/h,1028 mbar,18.2,,,,,,Trung bình
Nhiều mây,-11°C,96%,5.1 km/h,1025 mbar,18,,,,,,Trung bình
Nhiều mây,3°C,86%,11.1 km/h,1025 mbar,11.1*,,,,,,Tốt
Nhiều mây,-1°C,79%,6.4 km/h,1028 mbar,5.5,,,,,,Tốt
Sương mù,9°C,93%,20.4 km/h,1005 mbar,5.1*,,,,,,Tốt
Nhiều mây,-1°C,93%,5.5 km/h,1019 mbar,7,,,,,,Tốt
Trời quang,0°C,76%,8.1 km/h,1026 mbar,5.5,,,,,,Tốt
Nhiều mây,-6°C,98%,5 km/h,1026 mbar,2.4,,,,,,Tốt
Nhiều mây,0°C,86%,1.6 km/h,1023 mbar,10.1*,,,,,,Tốt
Trời quang,-1°C,59%,1.6 km/h,1013 mbar,12,14,,,,,Tốt
Mây rải rác,-1°C,86%,8.1 km/h,1009 mbar,30,35.5,4,,,,Trung bình
Nhiều mây,21°C,99%,0.5 km/h,1010 mbar,2.2,,,,,,Tốt
Nhiều mây,21°C,95%,7.3 km/h,1007 mbar,3,12,,11,,,Tốt
Trời quang,17°C,61%,16.3 km/h,1017 mbar,31,34,124,14,5,700,Trung bình
Trời quang,-4°C,74%,3.6 km/h,1014 mbar,10,19.5,,,11.6,,Tốt
Trời quang,-3°C,77%,1.8 km/h,1012 mbar,28.1,34.5,0.8,57.6,,,Trung bình
Trời quang,-1°C,60%,3.8 km/h,1015 mbar,11.1*,,,,,,Tốt
Nhiều mây,10°C,87%,14.8 km/h,1004 mbar,4.1*,,,,,,Tốt
Nhiều mây,11°C,91%,16.1 km/h,1001 mbar,4.1*,,,,,,Tốt
Nhiều mây,1°C,66%,4.8 km/h,1013 mbar,15.5,16.8,10,40.7,2,,Trung bình
Nhiều mây,9°C,60%,29.3 km/h,1019 mbar,24,43,,9.4,0,,Trung bình
Nhiều mây,0°C,64%,5.2 km/h,1014 mbar,4,,,,,,Tốt
Mây rải rác,16°C,50%,9.6 km/h,1008 mbar,35.2,,,,,,Trung bình
Trời quang,-14°C,37%,26.5 km/h,1033 mbar,1.1*,,,,,,Tốt
Mây rải rác,3°C,70%,3.7 km/h,1014 mbar,20.1*,,,,,,Trung bình
Nhiều mây,24°C,64%,15.4 km/h,1010 mbar,26,,,,,,Trung bình
Trời quang,1°C,92%,0 km/h,1016 mbar,46,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,3°C,90%,0 km/h,1017 mbar,10.9,,,,,,Tốt
Nhiều mây,8°C,84%,7.4 km/h,1014 mbar,16.1,,,,,,Trung bình
Sương mù,8°C,86%,13 km/h,1016 mbar,27.9,,,,,,Trung bình
Sương mù,7°C,93%,13 km/h,1023 mbar,31.3,,,,,,Trung bình
Trời quang,0°C,84%,16.7 km/h,1016 mbar,18.2,,,,,,Trung bình
Nhiều mây,-1°C,81%,13 km/h,1024 mbar,20.1,,,,,,Trung bình
Nhiều mây,14°C,1%,12.2 km/h,1019 mbar,45,85,73,39,8,750,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,25°C,60%,10 km/h,1010 mbar,26.2*,,,,,,Trung bình
Trời quang,9°C,39%,4.8 km/h,1024 mbar,40,162,68,24,8,450,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,16°C,62%,2.9 km/h,1010 mbar,33,52,102.5,22,41,1350,Trung bình
Ít mây,27°C,58%,9.3 km/h,1011 mbar,22,,,,,,Trung bình
Trời quang,9°C,55%,4 km/h,1026 mbar,42,88,60,36,10.5,688.5,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,14°C,48%,10.7 km/h,1019 mbar,32,65,104,15.5,6,450,Trung bình
Nhiều mây,-15°C,37%,25.2 km/h,1016 mbar,22,127.5,51,7.5,7.5,500,Trung bình
Nhiều mây,28°C,53%,17.8 km/h,1009 mbar,12,20,,,8.8,,Tốt
Nhiều mây,13°C,59%,3.3 km/h,1023 mbar,85,123,20,41,11.5,1000,Không lành mạnh
Trời quang,17°C,48%,3.7 km/h,1011 mbar,14,24,79,7,6,450,Trung bình
Nhiều mây,15°C,57%,18.5 km/h,1010 mbar,27.1,43.6,,,,245.5,Trung bình
Nhiều mây,-5°C,36%,13.9 km/h,1029 mbar,43.5,103.5,,12,11.5,,Không lành mạnh cho các nhóm nhạy cảm
Mây rải rác,-9°C,53%,1 km/h,1037 mbar,10,20,86,7,9,200,Tốt
Nhiều mây,16°C,21%,11.8 km/h,1015 mbar,8.1*,,,,,,Tốt
Trời quang,2°C,93%,0 km/h,1025 mbar,45.5,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Sương mù,4°C,81%,0 km/h,1016 mbar,110,,,,,,Không lành mạnh
Trời quang,9°C,26%,17.7 km/h,1029 mbar,66,161,84,30,8,700,Không lành mạnh
Mây rải rác,21°C,24%,8.3 km/h,1017 mbar,15.1*,,,,,,Trung bình
Trời quang,-27°C,88%,1 km/h,1037 mbar,68,,,,,,Không lành mạnh
Ít mây,26°C,41%,11.1 km/h,1016 mbar,19,45.5,107.6,26.2,12.7,,Trung bình
Trời quang,9°C,33%,15.4 km/h,1029 mbar,34.5,115.5,84,26,8,500,Trung bình
Ít mây,31°C,35%,5.5 km/h,1011 mbar,29,,,,,,Trung bình
Mưa,22°C,60%,18.2 km/h,1016 mbar,16.1,31.7,47.5,20.7,4.9,,Trung bình
Nhiều mây,-1°C,30%,26.7 km/h,1031 mbar,33,185,48,23.5,9,700,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,7°C,35%,12.5 km/h,1030 mbar,48,148.5,72.5,23.5,6.5,350,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,-7°C,22%,19.9 km/h,1037 mbar,18.5,84,62,15,3,300,Trung bình
Trời quang,-13°C,25%,29.9 km/h,1025 mbar,19,203,56,6,5,400,Không lành mạnh cho các nhóm nhạy cảm
Ít mây,25°C,28%,12.3 km/h,1013 mbar,3.6,,,,,,Tốt
Nhiều mây,-4°C,37%,8.7 km/h,1026 mbar,45,155,54,34,24,579,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,23°C,32%,21 km/h,1016 mbar,34,,,,,,Trung bình
Nhiều mây,1°C,54%,6.7 km/h,1015 mbar,54.7,,,,13.4,,Không lành mạnh cho các nhóm nhạy cảm
Ít mây,25°C,28%,12.3 km/h,1013 mbar,3.6,,,,,,Tốt
Nhiều mây,-3°C,84%,25.9 km/h,1010 mbar,37.3,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,-12°C,23%,12.7 km/h,1037 mbar,5,30,67,7.5,7.5,300,Tốt
Trời quang,-5°C,27%,8.1 km/h,1033 mbar,33.5,114.5,84,20.5,60,350,Trung bình
Trời quang,-13°C,26%,32.5 km/h,1027 mbar,13,141,58,6.5,7,500,Trung bình
Nhiều mây,14°C,67%,6.9 km/h,1012 mbar,92*,,,,,,Không lành mạnh
Nhiều mây,7°C,71%,3.7 km/h,1015 mbar,35.4,54.3,0,,,,Trung bình
Ít mây,18°C,52%,13 km/h,1015 mbar,62.2*,,,,,,Không lành mạnh
Trời quang,-7°C,54%,4.7 km/h,1035 mbar,30.5,80,72,27.5,9.5,600,Trung bình
Nhiều mây,-11°C,99%,6 km/h,1026 mbar,31.6,,,,,,Trung bình
Trời quang,12°C,30%,3.9 km/h,1016 mbar,18.1*,,,,,,Trung bình
Nhiều mây,12°C,98%,14.1 km/h,1005 mbar,2,,,4,,,Tốt
Mưa,2°C,74%,9.3 km/h,1011 mbar,18,38,27,26,,,Trung bình
Mây rải rác,-2°C,71%,4 km/h,1033 mbar,8.1*,,,,,,Tốt
Nhiều mây,8°C,73%,9.6 km/h,1026 mbar,62,86,52,33,17.5,698,Không lành mạnh
Trời quang,13°C,39%,13.4 km/h,1020 mbar,37,69,108,15,10,400,Không lành mạnh cho các nhóm nhạy cảm
Ít mây,28°C,72%,13 km/h,1011 mbar,26.2*,,,,,,Trung bình
Trời quang,7°C,35%,7.7 km/h,1027 mbar,35,89.5,87,14,6,,Trung bình
Nhiều mây,-1°C,95%,9.5 km/h,1021 mbar,39,68,81.5,24.5,11.5,500,Không lành mạnh cho các nhóm nhạy cảm
Mây rải rác,26°C,69%,6.2 km/h,1010 mbar,22,,,,,,Trung bình
Nhiều mây,10°C,39%,4.2 km/h,1026 mbar,37,94,22,42,9,709,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,9°C,50%,3.9 km/h,1026 mbar,38,82,69.5,18.5,4,609,Không lành mạnh cho các nhóm nhạy cảm
Mưa,5°C,46%,27.4 km/h,1021 mbar,23.3,,,,,,Trung bình
Trời quang,17°C,37%,21.6 km/h,1018 mbar,31,58,108,18,11,500,Trung bình
Mưa,7°C,53%,14.1 km/h,1014 mbar,19.4,,,,,,Trung bình
Mây rải rác,30°C,72%,14.9 km/h,1007 mbar,24.1*,,,,,,Trung bình
Ít mây,1°C,55%,8 km/h,1016 mbar,14,,,,,,Trung bình
Trời quang,22°C,30%,14.4 km/h,1012 mbar,13.8,,,,,,Trung bình
Mây rải rác,-2°C,78%,21.7 km/h,1010 mbar,14,14.8,,8.3,,,Trung bình
Tuyết,0°C,92%,9.7 km/h,1012 mbar,45.4,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,21°C,64%,11.1 km/h,1014 mbar,17.1*,,,,,,Trung bình
Trời quang,0°C,70%,5.2 km/h,1015 mbar,64,80.5,4,26.2,2.8,,Không lành mạnh
Trời quang,18°C,43%,0 km/h,1012 mbar,14,,,,,,Trung bình
Trời quang,30°C,54%,6.7 km/h,1012 mbar,36.2*,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,-17°C,35%,33.9 km/h,1037 mbar,11.5,84.5,57.5,7.5,11,250,Trung bình
Nhiều mây,8°C,71%,4 km/h,1011 mbar,21.1*,,,,,,Trung bình
Nhiều mây,-15°C,81%,15.5 km/h,1011 mbar,17,34.5,49.5,10,5,265,Trung bình
Ít mây,11°C,41%,2.4 km/h,1020 mbar,34,60.5,107.5,14,11,700,Trung bình
Mưa,3°C,65%,64.9 km/h,1020 mbar,10.1,,,,,,Tốt
Nhiều mây,12°C,64%,20.4 km/h,1010 mbar,21,49.3,,,15.6,,Trung bình
Nhiều mây,4°C,71%,7.2 km/h,1013 mbar,22.1*,,,,,,Trung bình
Nhiều mây,25°C,54%,4.9 km/h,1016 mbar,30.2,32.4,,2.2,5.5,,Trung bình
Nhiều mây,28°C,88%,12.8 km/h,1006 mbar,2.6,,,,,,Tốt
Nhiều mây,10°C,69%,1.8 km/h,1024 mbar,71,102.5,38,22,13,1150,Không lành mạnh
Nhiều mây,-16°C,60%,22.1 km/h,1019 mbar,19.5,85,50.5,7.5,7,750,Trung bình
Nhiều mây,31°C,62%,9.3 km/h,1009 mbar,30.4,,,,,,Trung bình
Ít mây,24°C,67%,2.7 km/h,1011 mbar,38.2*,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Ít mây,28°C,74%,5.5 km/h,1007 mbar,7.4,,,,,,Tốt
